title,text,subject,date
Mexico foreign minister heads to U.S. to meet with Dreamers,"MEXICO CITY (Reuters) - Mexico’s Foreign Minister Luis Videgaray will travel to the United States this week to meet with local leaders and beneficiaries of the Deferred Action for Childhood Arrivals program, the ministry said on Monday.  Videgaray will travel to Sacramento and Los Angeles on Sept. 11-12 and then to Washington D.C. on Sept. 13, the ministry said in a statement. Videgaray will meet with California Gov. Jerry Brown as well as other officials, the statement said.  ",politicsNews,"September 11, 2017 "
U.S. military says conducted air strike against ISIS in Somalia,"BOSASO, Somalia (Reuters) - The U.S. military said on Monday it had carried out an air strike against Islamic State militants in northeast Somalia, killing one person. Islamic State has been gathering recruits in the region, although experts say the scale of its force is unclear and it remains a small player compared to the al Shabaab group.  In coordination with the Federal Government of Somalia, U.S. forces conducted an airstrike against ISIS, in northeastern Somalia on Nov. 27, killing one terrorist,  the U.S. Africa Command said in a statement. Colonel Ali Abdi, a military officer in an area near the town of Qandala in the semi-autonomous Puntland region, said the strike took place in hills near the town.  We heard a huge crash of air strike in the hilly areas of Dasaan remote area behind Qandala town this afternoon   Abdi told Reuters from Dasaan.  After the strike the IS militants ran away from there. We went to the scene and saw pieces of a dead body.   Last month, a group loyal to Islamic State seized a small port town in Somalia s semi-autonomous Puntland region, the first town it has taken since emerging a year ago. The group, which refers to itself simply as Islamic State, is a rival to the larger al Shabaab force, which is linked to Islamic State s rival al Qaeda and once controlled much of Somalia. Early this month, the U.S. military carried out its first air strike against Islamic State militants, killing several. Last week, Somalia s government said it had requested a U.S. air strike that killed scores of suspected militants to help pave the way for an upcoming ground offensive against al Shabaab. Earlier this year, the White House granted the U.S. military broader authority to carry out strikes in Somalia against al Shabaab.  ",worldnews,"November 27, 2017 "
"Warren, Kaine, Castro on Clinton running-mate short list: AP","WASHINGTON (Reuters) - U.S. Senators Elizabeth Warren of Massachusetts and Tim Kaine of Virginia, and Julian Castro, the U.S. housing secretary, are on Democratic presidential candidate Hillary Clinton’s short list of vice presidential picks, the Associated Press reported on Tuesday, citing Democratic sources. U.S. Senator Bernie Sanders of Vermont, who waged a populist challenge to Clinton during an unexpectedly long primary campaign, was not on the list, the AP reported, citing one of several unidentified Democrats. ",politicsNews,"June 21, 2016 "
Illinois governor reports $188.1 million in 2015 personal income,"CHICAGO (Reuters) - Illinois Governor Bruce Rauner reported personal income of more than $188.1 million in 2015, and 90 percent of the former private equity investor’s earnings came from capital gains, according to income tax returns he released on Friday. Rauner, a Republican, and his wife, Diana, paid federal taxes of $51.6 million and $6.9 million in state taxes in 2015. Of the total income, $169.5 million was from capital gains, though no details were released on the source of those profits. “I believe as the good book says to whom much has been given from whom much is expected in return,” Rauner said at a news conference when asked about his tax returns. Rauner, who has led a fight against Democrats controlling Illinois’ legislature in the country’s longest-running state fiscal impasse, and his wife contributed $21.7 million individually to various Illinois political campaigns this year to weaken Democratic control of the state legislature and dislodge the state’s long-running budget stalemate, campaign records show. Illinois has not had a full operating budget for 17 months. Republicans netted four seats in the Illinois House and two seats in the state Senate in Tuesday’s elections, but Democrats retained control of both legislative chambers and defeated Rauner’s choice for comptroller. A separate filing from Rauner’s family’s foundation showed $53.6 million in assets at the end of 2015 and $11.6 million in charitable giving for the year. In 2014, Rauner and his wife reported $58.3 million in earnings. Because the Rauners’ assets are in a blind trust, an aide said the couple is “screened from all financial decisions” and cannot explain the increase in their income. A spokesman for Democratic House Speaker Michael Madigan  declined comment on the governor’s earnings, but a top Madigan ally said Rauner’s wealth puts him out of touch with the electorate. “I don’t know how he can claim to ever understand the problems of regular, ordinary Illinoisans,” said Democratic Representative Lou Lang. Madigan and Democratic Senate President John Cullerton, Chicago attorneys who maintain property-tax appeal practices, do not release their tax returns. ",politicsNews,"November 11, 2016 "
Factbox: Five facts about ex-Trump security aide Michael Flynn,"(Reuters) - Michael Flynn, President Donald Trump’s first U.S. national security adviser, pleaded guilty on Friday to lying to the Federal Bureau of Investigation about his contacts with Russia’s U.S. ambassador. Here are five facts about Flynn:     Flynn was national security adviser for just 24 days, from Jan. 20, when Trump took office, to Feb. 13. Flynn was fired following disclosures that he had discussed U.S. sanctions on Russia with Sergey Kislyak, Moscow’s U.S. ambassador, and misled Vice President Mike Pence about the conversations. On Feb. 14, Trump asked then-FBI Director James Comey in an Oval Office meeting to end the agency’s investigation into ties between Flynn and Russia, according to news media reports. Trump, who fired Comey on May 9, later denied making such a request. Trump had named the former Army lieutenant general to the national security post despite red flags about Flynn’s Russian contacts and advocacy for warmer U.S. relations with Moscow, which has been under U.S. economic sanctions for years. Outgoing President Barack Obama had warned Trump not to hire Flynn, who had been fired by the Democratic president in 2014. Flynn was an early and vociferous Trump supporter during the New York businessman’s 2016 White House run. He made vitriolic appearances on the campaign trail, notably leading the Republican National Convention in chants of “Lock her up,” referring to Trump’s Democratic rival, former Secretary of State Hillary Clinton. In addition to Flynn’s contacts with Russia, Special Counsel Robert Mueller’s investigation of possible ties between the Trump election campaign and Moscow has expanded its probe to include Flynn’s paid work as a lobbyist for a Turkish businessman in 2016, people with knowledge of the inquiry have told Reuters. ",politicsNews,"December 1, 2017 "
House tax panel chair: corporate tax cut may take 'several steps',"WASHINGTON (Reuters) - The chairman of the House of Representatives tax committee said on Wednesday that achieving a permanent cut in the U.S. corporate tax rate could take “several steps.” Republican Representative Kevin Brady, chairman of the House Ways and Means Committee which is working to write a tax reform bill, told reporters: “That’s our goal and I think it’s going to take several steps through the process to achieve that.” Brady did not elaborate on his comment but said Senate rules for reconciliation bills were a concern. Under Senate rules, tax cuts must expire if they add to the federal deficit outside a 10-year budget window. ",politicsNews,"November 1, 2017 "
"U.S. Democrat Bernie Sanders wins Alaska, Washington, Hawaii caucuses","WASHINGTON (Reuters) - Democratic presidential contender Bernie Sanders easily won nominating contests in Alaska, Washington and Hawaii on Saturday, chipping away at front-runner Hillary Clinton’s commanding lead in the race to pick the party’s candidate for the White House. Sanders still faces a steep climb to overtake Clinton but the big victories in the West generated more momentum for his upstart campaign and could stave off calls from Democratic leaders that he should wrap up his bid in the name of party unity. Sanders appeared headed to victory margins of more than 50 percentage points in both Alaska and Washington, and led by about 40 points in Hawaii with some 90 percent of the results tallied there. “We are making significant inroads in Secretary Clinton’s lead and ... we have a path to victory,” Sanders told cheering, chanting supporters in Madison, Wisconsin. “It is hard for anybody to deny that our campaign has the momentum.” Clinton, the former secretary of state, has increasingly turned her attention toward a potential Nov. 8 general election showdown against Republican front-runner Donald Trump, claiming she is on the path to wrapping up the nomination. Heading into Saturday, she led Sanders by about 300 pledged delegates in the race for the 2,382 delegates needed to be nominated at the party’s July convention in Philadelphia. Adding in the support of superdelegates - party leaders who are free to back any candidate - she has 1,690 delegates to 946 for Sanders. Sanders, a U.S. senator from Vermont, needs to win up to two-thirds of the remaining delegates to catch Clinton, who will keep piling up delegates even when she loses under a Democratic Party system that awards them proportionally in all states. “These wins will help him raise more funds for the next few weeks but I don’t think it changes the overall equation,” said Democratic strategist Jim Manley, a Clinton supporter. “Hillary Clinton has too big a lead.” But Sanders has repeatedly said he is staying in the race until the convention, pointing to big crowds at his rallies and high turnout among young and first-time voters as proof of his viability. After raising $140 million, he has the money to fight on as long as he wants. He has energized the party’s liberal base and young voters with his calls to rein in Wall Street and fight income inequality, a message that resonated in liberal Washington and other Western states. Sanders won in Utah and Idaho this week. “Don’t let anybody tell you we can’t win the nomination or the general election,” Sanders told supporters in Wisconsin, which holds the next contest on April 5. “We are going to do both.” All three contests on Saturday were caucuses, a format that has favored Sanders because it requires more commitment from voters. They also were in states with fewer of the black and Hispanic voters who have helped fuel Clinton’s lead. “He was just more aligned with my values. I am young and I never knew there could be someone like him in politics,” said Samantha Burton of Seattle, who said Sanders was the first candidate who had inspired her to make a donation. Jocelyn Alt, a birthing assistant at a Seattle hospital, said she backed Clinton because she believed the times called for someone who could get things done. “She knows how to make things happen,” she said. “I think Hillary is more likely to win against a Republican.” After Wisconsin, the Democratic race moves to contests in New York on April 19 and a bloc of five states in the Northeast, led by Pennsylvania, on April 26. There were no contests on Saturday in the Republican race featuring Trump and rivals U.S. Senator Ted Cruz of Texas and Ohio Governor John Kasich. On Saturday, the New York Times published a lengthy foreign policy-focused interview with Trump. The New York billionaire told the newspaper he might stop oil purchases from Saudi Arabia unless they provide troops to fight the Islamic State. Trump also told the Times he was willing to rethink traditional U.S. alliances should he become president. ",politicsNews,"March 26, 2016 "
"Knifeman attacks soldier in Paris subway, terrorism probe opened","PARIS (Reuters) - France opened a counter-terrorism inquiry after a man wielding a knife attacked a soldier in a Paris subway station on Friday, the latest incident targeting troops protecting the capital s transport hubs and tourist sites. Paris and other European capitals are on high alert after a wave of attacks in past years by Islamist militants, many of them inspired by Islamic State. The Paris incident occurred hours before several people were hurt at a London underground station. Witnesses reported a blast which police were treating as a terrorism incident.  The assailant in Paris was wrestled to the ground and arrested. The soldier, part of Operation Sentinel, a force deployed in the wake of lethal Islamist attacks on France, escaped unhurt. Police said the attack happened just before 6.30 a.m. (0430 GMT) as the morning rush hour got under way at the Chatelet subway station, where tens of thousands of commuters converge from Paris s sprawling suburbs every day. Government spokesman Christophe Castaner said the investigation was being handled by counter-terrorism specialists.  A source close to the investigation said the assailant was Moroccan-born and about 40-years-old, with no known criminal background. Police raids at an address linked to the suspect were ongoing, the source added.  There have been more than half a dozen attacks against troops belonging to Operation Sentinel. In early August, a man rammed his car into a group of soldiers on patrol in the wealthy Paris suburb of Levallois-Perret.  France announced on Thursday that the 7,000-strong force was being adapted to make it more mobile and its movements less predictable. Days earlier, Interior Minister Gerard Collomb said security agencies had thwarted several bigger plots this year, including one plan to strike a Paris night club in late August.  Islamist militants have killed more than 230 people in a wave of attacks on French soil since early 2015 and dozens more have been killed in attacks in London, Manchester and Brussels. French war planes have carried out bombing raids against Islamic State strongholds in Syria and Iraq and the militant group has urged its followers to target France.  French media said the Chatelet aggressor shouted references to Islamic State as he attacked the soldier. ",worldnews,"September 15, 2017 "
Undocumented immigrants given roles at Democratic convention,"NEW YORK (Reuters) - The Democratic Party has selected a handful of undocumented immigrants for official roles at next week’s Democratic National Convention, in a bid to highlight the gaping policy divide on immigration between White House hopeful Hillary Clinton and Republican rival Donald Trump. Clinton is hoping to drive Latino voters to the polls on Nov. 8 to shore up her chances against Trump, who has campaigned on a promise to crack down on illegal immigration by building a wall along the Mexican border and deporting millions of undocumented foreigners if elected. “Our nation is a nation of immigrants that believes in being inclusive, and that’s exactly what we will continue to work toward,” said Leah Daughtry, the chief executive officer of the committee organizing the July 25-28 convention in Philadelphia. “The voices of our nation’s brave undocumented youth will be heard loud and clear,” Daughtry added. The picks include two members of the convention credentials and platform committees, as well as several speakers. The positions are unpaid, officials said. Trump’s campaign, which has argued that unchecked immigration hurts American workers and undermines national security, criticized the move. “Apparently speaking at Hillary Clinton’s convention is just one more job Hillary Clinton thinks Americans won’t do,” a Trump campaign aide said in an emailed statement. “She should have instead invited unemployed Americans, or victims of crime, or law enforcement.”  The selections are legal because of a “deferred action program” adopted by President Barack Obama’s administration, which postpones deportations and provides work authorization for some immigrants brought to the United States as children. The Supreme Court blocked efforts to expand those protections last month. The nominations mark the first time a major U.S. political party’s convention has featured so many undocumented workers among its ranks. While there was an undocumented speaker at the 2012 Democratic convention, the party has not previously tracked the immigration status of its committee members. “It changes the whole conversation when you have someone directly affected at the table,” said Cesar Vargas, a Mexican immigrant chosen for the party’s policy platform committee.  Hareth Andrade, 23, an undocumented immigrant from Bolivia who was approved under a deferred action program, was picked for the credentials committee. The convention will also feature at least two undocumented immigrant speakers, Astrid Silva and Francisca Ortiz. Clinton already has overwhelming support from minorities. Some 70 percent back her, compared with 9 percent for Trump, according to recent Reuters/Ipsos polling, suggesting that she could have a strong chance in states like Florida, Nevada and Colorado that swing between voting Democratic and Republican in presidential elections.  However, voter turnout among Latinos has traditionally been low, hitting only about 40 percent in 2012, meaning her challenge is to get more of them to cast ballots this year. Luis Fraga, co-director of the Institute for Latino Studies at the University of Notre Dame, said showing a commitment to progressive reform of U.S. immigration policy could help Clinton do that.  He called immigration a gateway issue for minority voters that can help engage them. That’s especially so because even Latinos born in the United States are often not far removed from family members who are immigrants themselves.  “Although it’s not their individual experience, it is their family’s experience,” Fraga said. ",politicsNews,"July 22, 2016 "
"In Beijing, Trump presses China on North Korea and trade","BEIJING (Reuters) - U.S. President Donald Trump pressed China to do more to rein in North Korea on Thursday and said bilateral trade had been unfair to the United States, but praised President Xi Jinping s pledge that China would be more open to foreign firms. On North Korea s nuclear and missile programs, Trump said  China can fix this problem quickly and easily , urging Beijing to cut financial links with North Korea and also calling on Russia to help. Trump was speaking alongside Xi in the Chinese capital to announce the signing of about $250 billion in commercial deals between U.S. and Chinese firms, a display that some in the U.S. business community worry detracts from tackling deep-seated complaints about market access in China. Xi said the Chinese economy would become increasingly open and transparent to foreign firms, including those from the United States, and welcomed U.S. companies to participate in his ambitious  Belt and Road  infrastructure-led initiative. Trump made clear that he blamed his predecessors, not China, for the trade imbalance, and repeatedly praised Xi, calling him  a very special man .  But we will make it fair and it will be tremendous for both of us,  Trump said. Xi smiled widely when Trump said he does not blame China for the deficit and also when Trump said Xi gets things done.  Of course there are some frictions, but on the basis of win-win cooperation and fair competition, we hope we can solve all these issues in a frank and consultative way,  Xi said.  Keeping opening up is our long-term strategy. We will never narrow or close our doors. We will further widen them,  he said. China would also offer a more fair and transparent environment for foreign firms, including U.S. ones, Xi said. Trump is pressing China to tighten the screws further on North Korea and its development of nuclear weapons in defiance of U.N. sanctions. At least modest progress is hoped for, although there are no immediate signs of a major breakthrough, a U.S. official said earlier. Referring to Xi, Trump said:  I do believe there s a solution to that, as do you.  Xi reiterated that China would strive for the denuclearisation of the Korean peninsula but offered no hint that China would change tack on North Korea, with which it fought side-by-side in the 1950-53 Korean war against U.S.-led forces.  We are devoted to reaching a resolution to the Korean peninsula issue through dialogue and consultations,  Xi said. Briefing reporters after the talks, U.S. Secretary of State Rex Tillerson said Trump told Xi:  You re a strong man, I m sure you can solve this for me.  Tillerson said both leaders agreed they could not accept a nuclear-armed North Korea but he acknowledged they had some differences over tactics and timing. Tillerson pointed out that Trump, in a speech in Seoul, had  invited the North Koreans to come to the table,  in line with the Chinese desire for a negotiated solution. He added, however, that Trump was prepared for a  military response  if he deemed the threat serious enough, but  that s not his first choice .  We are going to work hard on diplomatic efforts as well,  he said, but did not elaborate. In a show of the importance China puts on Trump s first official visit, Thursday s welcoming ceremony outside Beijing s Great Hall of the People overlooking Tiananmen Square was broadcast live on state television - unprecedented treatment for a visiting leader. Earlier on Thursday, Xi said he had a deep exchange of views with Trump and reached consensus on numerous issues of mutual concern.  For China, cooperation is the only real choice, only win-win can lead to an even better future,  he said. Xi said China and the United States strengthened high-level dialogue on all fronts over the past year and boosted coordination on major international issues, such as the Korean peninsula and Afghanistan.  Relations between China and the United States are now on a new historical starting point,  Xi said. Trump and Xi hit it off at their first meeting in April at Trump s Mar-a-Lago resort in Florida and continued their  bromance  on Wednesday with an afternoon of sightseeing together with their wives. However, divisions persist over trade and North Korea. And while Xi is riding high after consolidating power at a twice-a-decade Communist Party Congress last month, Trump comes to China saddled with low public approval ratings and dogged by investigations into Russian links to his election campaign. Trump has ratcheted up his criticism of China s massive trade surplus with the United States - calling it  embarrassing  and  horrible  last week - and has accused Beijing of unfair trade practices. For its part, China says U.S. restrictions on Chinese investment in the United States and on high-tech exports need to be addressed. Several corporate chief executives were in Beijing as part of a delegation led by U.S. Commerce Secretary Wilbur Ross, with General Electric and semiconductor maker Qualcomm Inc among those announcing billions of dollars in sales to China. [L3N1NF2IA] But Qualcomm s agreement to sell $12 billion worth of components to three Chinese mobile phone makers over three years is non-binding, and critics say such public announcements are sometimes more show than substance.  This shows that we have a strong, vibrant bilateral economic relationship, and yet we still need to focus on leveling the playing field because U.S. companies continue to be disadvantaged doing business in China,  said William Zarit, chairman of the American Chamber of Commerce in China. Trump railed against China s trade practices during the 2016 U.S. presidential campaign and threatened to take action once in office. But he has since held back on any major trade penalties, making clear he was doing so to give Beijing time to make progress reining in North Korea. A U.S. official said both sides were  in sync  about wanting to minimize friction during the visit and recreate the positive tone of the April summit. Trump was not expected to put much emphasis in his talks with Xi on thorny issues such as the disputed South China Sea and self-ruled Taiwan, claimed by China as its own, although the leaders  aides may deal with those matters privately, the official told Reuters, speaking on condition of anonymity. China has repeatedly pushed back at suggestions it should be doing more to rein in North Korea, which does about 90 percent of its trade with China, saying it is fully enforcing U.N. sanctions and that everyone has a responsibility to lower tension and get talks back on track. (This story was refiled to restore dropped word in paragraph 16.) ",worldnews,"November 9, 2017 "
U.S. judge finds Texas voter ID law was intended to discriminate,"(Reuters) - A Texas law that requires voters to show identification before casting ballots was enacted with the intent to discriminate against black and Hispanic voters, a U.S. federal judge ruled on Monday. The decision by U.S. District Judge Nelva Gonzales Ramos came after an appeals court last year said the 2011 law had an outsized impact on minority voters. The court sent the case back to Ramos to determine if lawmakers intentionally wrote the legislation to be discriminatory. Ramos said in a 10-page decision that evidence “establishes that a discriminatory purpose was at least one of the substantial or motivating factors behind passage” of the measure. “The terms of the bill were unduly strict,” she added. Spokesmen for Texas Attorney General Ken Paxton Jr. and Governor Greg Abbott, both Republicans, could not be reached for comment. In January, after the Supreme Court declined to hear the case, Paxton said it was a common sense law to prevent voter fraud. The ruling on voter ID comes about a month after two federal judges ruled that Texas lawmakers drew up three U.S. congressional districts to undermine the influence of Hispanic voters. The measure requires voters to present photo identification such as a driver’s license, passport or military ID card. Plaintiffs have argued the law hits elderly and poorer voters, including minorities, hardest because they are less likely to have identification. They contend the measure is used by Republicans to suppress voters who typically align with Democrats. The legislation has been in effect since 2011 despite the legal challenges. Ramos said the law had met criteria set by the U.S. Supreme Court to show intent that included its discriminatory impact, a pattern not explainable on other than racial grounds, Texas’ history of discriminatory practices and the law’s unusually swift passage. Kristen Clarke, president of the Lawyers’ Committee for Civil Rights Under Law, one of the plaintiffs, said the ruling showed other states that discriminatory laws would not stand up to legal scrutiny. “This is a good ruling that confirms what we have long known, that Texas’ voter ID law stands as one of the most discriminatory voting restrictions of its kind,” she said. In a shift from its stance under former President Barack Obama, the U.S. Justice Department dropped a discrimination claim against the law in February. The department said that the state legislature was considering changing the law in ways that might correct shortcomings. ",politicsNews,"April 11, 2017 "
"While wealthy Mexicans swamped by quake aid, poor feel abandoned","MEXICO CITY (Reuters) - Relief supplies and volunteers are piling up at rescue sites in upscale districts of Mexico City following Tuesday s deadly earthquake in a show of solidarity that has contrasted with the government s struggle to get aid to people most in need. In the wealthy neighborhoods of Roma and Condesa in the center of Mexico City, volunteers by the hundreds stand ready to help dig for survivors who may be trapped beneath the rubble. In recent days, however, they have largely remained idle. Others have brought food and water, eager to tend to rescue workers or the thousands of people made homeless by the quake. Yet they have struggled to find takers because so much sustenance is on offer. In the poor, far-flung neighborhoods in the outskirts of the capital, meanwhile, aid and comfort were less abundant. And in villages in some states surrounding the Mexico City, victims said they had yet to see government aid arrive.  In the hard-hit Mexico City neighborhood of Del Valle, 48-year-old Marcela Sanchez came in search of aid after she lost her home in the large, working-class area of Nezahualcoyotl, in the remote northeast suburbs.  We haven t received any aid,  Sanchez said.  Those of us who work in Mexico City return home with aid. God willing, they can help us.  The government s response to Tuesday s quake, which killed 319 people in Mexico City and surrounding states, is under scrutiny ahead of presidential elections next year.  Earthquakes are politically sensitive after the ruling Institutional Revolutionary Party s flawed response to the 1985 earthquake that killed thousands.  The government s handling of this disaster is markedly better than it was 32 years ago, when days passed before rescues began at many buildings. That disaster led to more rigorous building codes and regular quake drills. The lasting memory of the 2017 quake may be the outpouring of voluntary action, but also the unevenness of the relief operations and the lack of government coordination of resources.  There s plenty (of provisions and aid workers). All that s missing here is emergency management,  said Roberto Hernandez, founder of  Los Topos,  or The Moles, a civilian rescue squad that rose to prominence after the 1985 earthquake. The government response is being coordinated by the Civil Protection unit of the Interior Ministry, which did not immediately make an official available for comment. President Enrique Pena Nieto s office did not respond to requests for comment.  A combination of Mexican government employees, police, soldiers and sailors as well as foreign aid teams and hordes of civilian volunteers have cleared buildings of debris, rescued some 69 people and recovered bodies.  But the enormous logistical task of marshalling those resources has appeared wanting. Even in the best of times, coordinating action among myriad government agencies in Mexico is complicated, and volunteers and victims have complained that the overlapping jurisdictions have thwarted relief efforts. While rescuers work around the clock at disaster sites, dozens of police and military forces are left without any apparent task, sometimes just standing by, inactive. Hernandez, of Los Topos, complained about the slow pace of removing debris at a collapsed office building in Roma. While rescuers in hard hats worked atop the ruins, scores of uniformed police and soldiers appeared to have little to do.   We need to break up slabs and bring them down to look for bodies or survivors. We did this 32 years ago and saved 137 people,  Hernandez said.  Look at them (police officers). Every one of them would be willing to pick up a couple of rocks if you asked them.   The mayor of Mexico City said in an interview with broadcaster TV Azteca that the official response was improving.  We have stuck to the contingency plan without reticence. We are working hand-in-hand with the navy, with the army, with the federal police,  Mayor Miguel Angel Mancera said. That contention may be lost on people in the states of Morelos and Puebla, closer to the epicenter of the 7.1 magnitude quake, where in some villages victims said the government had not arrived. Instead, caravans of volunteers from the capital traveled  backroads and waded through rivers to deliver aid to remote populations. Even in relatively close neighborhoods, such as San Geronimo on the capital s southern extreme where many of the modest adobe and brick homes crumbled or cracked and road damage has impeded access, residents complained aid was slow to arrive and not nearly as abundant as in the upscale neighborhoods close to the city center.  We have not had any support from the authorities,  said  Antonio Ramirez, a retired teacher who was surveying damaged homes.  The support has been from ordinary people. Even the soldiers, instead of bringing picks and shovels, brought their machine guns.  ",worldnews,"September 24, 2017 "
Republicans seek special counsel's removal from Russia probe,"WASHINGTON (Reuters) - Three Republican U.S. lawmakers called on Friday for Robert Mueller to resign as special counsel investigating Russia and the 2016 U.S. election, the latest in a series of conservatives’ criticisms of the FBI and Justice Department during the probe of how Moscow may have influenced the campaign. Representatives Matt Gaetz, Andy Biggs and Louis Gohmert accused Mueller of a conflict of interest because he was director of the Federal Bureau of Investigation when former President Barack Obama’s administration approved an agreement allowing a Russian company to buy a Canadian company that owned 20 percent of U.S. uranium supplies. President Donald Trump’s fellow Republicans have been calling for an investigation into the Uranium One deal, amid news of Mueller’s first indictments of Trump associates as the special counsel investigates allegations that the Trump campaign colluded with Moscow. Moscow denies any effort to influence the election, and Trump has dismissed the investigation as a “witch hunt.” On Monday, the day the indictments became public, White House Chief of Staff John Kelly said a special counsel should be appointed to investigate Democrats over the uranium deal. Another group of Republican lawmakers, including House of Representatives Judiciary Committee Chairman Bob Goodlatte launched an investigation last week to examine issues including the role of former Secretary of State Hillary Clinton, Trump’s 2016 opponent, in the uranium deal. Democrats have dismissed the Republicans’ activities as a partisan effort to distract from Mueller’s probe and from efforts to ensure that a foreign government, Moscow, does not influence future U.S. elections. Gaetz, Biggs and Gohmert are all members of the House Judiciary Committee, which has oversight over the FBI and Department of Justice. Gaetz has called for investigations of issues related to Clinton previously, including accusing former FBI Director James Comey of colluding with Mueller on the FBI’s investigation of Clinton’s emails.               ",politicsNews,"November 3, 2017 "
Ex-U.S. Attorney Yang being considered for SEC chair: source,"NEW YORK/WASHINGTON (Reuters) - Former U.S. Attorney Debra Wong Yang is being considered to chair the Securities and Exchange Commission in the Trump administration, a source familiar with the situation said on Tuesday. Yang is a partner at Gibson Dunn & Crutcher in Los Angeles where she represents corporate defendants in white-collar crime investigations and compliance matters. Previously, Yang served as the first female Asian-American U.S. attorney. She was appointed to the Central District of California by Republican President George W. Bush in 2002 and left in 2006 to join Gibson Dunn.     Yang is a longtime friend of Republican New Jersey Governor Chris Christie, and donated to his presidential campaign.  If tapped, she would become the second consecutive former federal prosecutor to lead the SEC.  Its current chair, Mary Jo White, previously served as U.S. attorney for the Southern District of New York. Yang did not respond to a call or an email requesting comment, and it is not clear if she is the leading contender for the top SEC job. Other names that have been floating around include former SEC Commissioner Paul Atkins, who is helping oversee the transition for financial regulation, and Ralph Ferrara, a former SEC general counsel who is also on the transition team. Unlike Atkins or Ferrara, Yang is not considered to be as deeply steeped in securities regulatory policy matters. Yang has represented a variety of corporate clients and also previously served as a Justice Department-appointed monitor for a medical device company.  Currently, she is representing Allergan Plc in a lawsuit filed last month against a company called Amazon Medica for trademark infringement, false advertising and unfair competition related to its selling Botox with foreign labels to U.S. doctors. She has also represented Uber Technologies Inc in a class action lawsuit to force the company to pay its drivers overtime and minimum wage. Yang was among the Gibson Dunn attorneys who were hired to conduct an outside investigation into the “Bridgegate” scandal. Their March 2014 report exonerated Christie, finding that he had no involvement in the decision to close lanes on the George Washington Bridge linking New Jersey and New York City.  Two of Christie’s former close associates, Bridget Kelly, his deputy chief of staff, and Bill Baroni, the former deputy executive director of the Port Authority of New York and New Jersey, were convicted for their roles in the scandal last month.  During their trial, former Port Authority official David Wildstein, who previously pleaded guilty for his involvement, testified that he and Baroni had in fact discussed the lane closures with Christie.  Christie has not been charged with wrongdoing. Defense attorneys in the case and local media in New Jersey have raised questions about the independence of Gibson Dunn’s investigation, citing Yang’s personal friendship with Christie and efforts to raise money for his campaign.",politicsNews,"December 6, 2016 "
South Africa's Ramaphosa gets most nominations ahead of ANC leadership vote,"JOHANNESBURG (Reuters) - South African Deputy President Cyril Ramaphosa has received the most nominations for leader of the ruling African National Congress (ANC) ahead of a party vote this month, voting data from the country s nine provinces show. Ramaphosa is one of two frontrunners in a closely watched contest to take over from President Jacob Zuma as ANC leader at a party conference starting on Dec. 16. Whoever becomes ANC leader will most likely be the next president of South Africa, owing to the ruling party s electoral dominance. Ramaphosa received 1,862 nominations by ANC branches, whereas his main rival for ANC leader, former cabinet minister Nkosazana Dlamini-Zuma, received 1,309 endorsements. Reuters compiled the number of nominations for each candidate based on voting data released by provincial ANC structures. ANC officials in the provinces of Limpopo and KwaZulu-Natal were the last to release their nominations totals on Monday. Ramaphosa, a former trade union leader and millionaire businessman, is seen as more market-friendly than Dlamini-Zuma, who was previously married to Zuma. Signs that Ramaphosa has been doing well in the nominations by ANC branches have boosted the rand currency in recent weeks. However, Dlamini-Zuma could still win the race for ANC leader as analysts say the outcome in December could be swayed by inducements and pressure on conference delegates.  Delegates are not bound to vote for the candidate that was nominated by their ANC branch. ",worldnews,"December 4, 2017 "
